"","resid_Place","resid_identity","pid7","PARTY","FT_DemParty","FT_RepParty","FT_Biden_pre","FT_Trump_pre","FT_Biden_post","FT_Trump_post","FT_Fauci","FT_fundamentalist","FT_Feminists","FT_Liberals","FT_laborUnions","FT_bigBusiness","FT_conservatives","FT_SCOTUS","FT_gaymen","FT_Congress","FT_Muslims","FT_Christians","FT_Jewish","FT_police","FT_Transpeople","FT_Scientist","FT_BLM","FT_journalists","FT_Socialist","FT_capitalist","FT_rural","FT_WHO","FT_CDC","ideo7","gender","race","educ","income","age","Voted_2020"
"7121","Suburb","Suburb Person",2,"Democrat",15,50,36,35,5,10,10,50,25,40,1,55,50,70,50,10,50,50,50,100,50,90,0,50,0,100,50,10,40,4,"Male","White","Graduate Degree",22,57,1
"7122","Small Town","Country Person",6,"Republican",50,70,0,100,0,50,50,50,0,0,50,50,50,50,50,50,50,100,50,100,50,50,0,50,NA,NA,50,50,50,NA,"Female","White","Some College",3,28,0
"7123","Small Town","Small Town Person",4,"Independent",30,60,30,60,30,70,50,50,40,40,15,40,60,60,50,40,50,70,50,70,50,60,15,40,15,60,50,40,50,4,"Male","White","Bachelor's Degree",9,67,1
"7124","Rural Area","Country Person",7,"Republican",15,70,15,85,0,100,50,0,15,0,50,0,85,85,30,15,30,0,60,85,40,100,0,15,0,60,85,40,70,6,"Male","White","Bachelor's Degree",14,66,1
"7125","Suburb","Suburb Person",5,"Republican",0,0,0,60,0,30,80,50,0,50,50,50,50,20,40,20,100,100,100,80,50,50,0,50,20,80,100,40,70,5,"Male","Native American","Bachelor's Degree",NA,41,1
"7126","Small Town",NA,4,"Independent",50,50,40,60,40,70,60,70,60,60,50,50,70,70,70,50,60,85,85,85,50,85,50,50,50,50,70,50,85,5,"Female","Other","Some College",3,65,1
"7127","Suburb","Suburb Person",2,"Democrat",60,15,85,0,85,0,100,60,40,50,50,15,15,15,70,15,70,60,70,15,70,70,70,60,50,50,40,60,60,4,"Female","Native American","Some College",16,36,1
"7128","Suburb","Suburb Person",7,"Republican",25,70,15,70,15,60,100,70,30,40,40,40,70,85,15,30,40,70,70,60,15,60,15,60,15,60,70,30,70,6,"Male","White","Bachelor's Degree",19,72,1
"7129","Small Town","City Person",4,"Independent",20,58,70,85,70,30,70,NA,NA,NA,70,30,NA,50,50,40,50,70,50,90,30,70,3,15,NA,NA,85,46,98,NA,"Male","White","High School",1,60,0
"7130","Rural Area","City Person",7,"Republican",0,100,0,100,0,85,100,50,0,0,85,85,85,50,85,50,85,100,85,100,85,85,0,0,50,50,50,50,50,6,"Female","White","Bachelor's Degree",22,25,0
"7131","Suburb","Suburb Person",2,"Democrat",60,15,85,0,85,0,70,15,85,85,50,50,15,40,85,50,60,40,85,60,85,100,85,30,50,50,50,50,40,3,"Male","White","Bachelor's Degree",22,51,1
"7132","Suburb","Small Town Person",6,"Republican",30,40,0,60,60,NA,85,30,60,30,30,30,60,60,50,30,40,70,60,70,30,85,30,50,15,50,50,50,60,5,"Male","White","Bachelor's Degree",21,42,0
"7133","Rural Area","Country Person",7,"Republican",60,40,60,15,85,0,100,95,95,60,60,60,60,60,60,60,95,95,95,95,60,99,95,95,50,60,100,85,85,4,"Female","White","Some College",3,55,1
"7134","Suburb","Suburb Person",1,"Democrat",70,20,70,0,80,0,80,10,80,100,15,70,10,50,70,30,50,50,50,40,50,100,80,90,75,70,20,80,60,3,"Male","White","Graduate Degree",1,39,1
"7135","City","City Person",5,"Republican",85,100,100,100,85,70,85,70,85,70,70,85,70,100,60,60,85,100,70,70,70,100,85,60,60,50,85,60,70,6,"Female","Black","Bachelor's Degree",15,32,0
"7136",NA,NA,2,"Democrat",100,15,100,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Male","Asian","Less than High School",10,30,0
"7137","Small Town","Small Town Person",1,"Democrat",60,50,50,0,70,15,85,85,30,60,100,0,30,30,70,70,85,70,85,30,85,60,100,60,40,30,NA,50,50,NA,"Male","Black","Bachelor's Degree",8,42,1
"7138","City","City Person",2,"Democrat",50,50,60,0,100,0,100,0,50,50,60,70,0,50,100,70,100,50,100,85,100,85,85,85,15,0,70,85,60,4,"Female","White","High School",8,40,1
"7139","City","City Person",7,"Republican",60,60,50,50,85,70,85,85,60,40,70,70,60,85,70,85,70,70,85,85,70,85,70,50,NA,70,85,85,NA,5,"Female","Hispanic","High School",8,59,1
"7140","Suburb","Small Town Person",1,"Democrat",85,0,85,0,85,0,100,30,80,80,100,50,30,70,30,60,50,80,80,80,30,90,50,70,50,80,80,80,80,2,"Female","White","Bachelor's Degree",NA,NA,1
"7141","Suburb","Suburb Person",1,"Democrat",50,15,50,40,60,60,30,50,70,70,50,60,60,70,70,50,50,70,50,70,70,70,50,85,40,85,85,85,60,4,"Female","White","High School",11,80,1
"7142","Suburb","Suburb Person",4,"Independent",70,50,50,50,60,0,0,50,100,70,0,50,50,50,70,60,70,50,50,40,85,60,100,50,NA,50,NA,NA,50,4,"Male","Hispanic","Less than High School",10,57,1
"7143","Rural Area","Small Town Person",7,"Republican",15,70,30,100,30,85,30,85,30,50,50,30,85,70,0,50,15,85,50,85,50,40,0,40,40,70,50,50,40,4,"Female","White",NA,NA,80,1
"7144","Small Town","Small Town Person",1,"Democrat",85,15,50,0,90,0,55,75,NA,40,65,60,67,71,40,80,40,59,NA,60,NA,80,70,57,56,70,78,NA,43,NA,"Female","Hispanic","Some College",1,36,1
"7145","City","City Person",1,"Democrat",85,50,85,0,85,0,85,50,50,0,85,40,50,50,60,50,50,60,50,50,60,60,100,60,50,50,NA,50,85,NA,"Male","Black","High School",1,27,1
"7146","Suburb","Suburb Person",7,"Republican",0,70,0,100,0,100,50,50,0,0,50,70,75,85,70,75,70,50,75,85,70,65,0,55,45,75,80,65,65,6,"Male","Asian","High School",15,32,0
"7147","Small Town","Small Town Person",2,"Democrat",85,50,70,70,50,50,100,50,50,50,50,30,50,50,50,40,50,50,50,70,50,100,60,70,50,50,85,60,70,NA,"Female","White","High School",1,67,1
"7148","City","City Person",7,"Republican",50,85,0,85,15,85,50,50,40,30,50,30,70,40,50,50,40,50,50,85,50,50,0,15,15,50,70,50,50,6,"Female","White","Graduate Degree",6,52,1
"7149","Small Town",NA,1,"Democrat",100,0,100,0,100,0,100,15,85,100,85,15,0,60,100,70,100,85,85,70,100,100,100,85,70,15,70,100,85,2,"Female","White",NA,3,69,1
"7150","City","Suburb Person",4,"Independent",40,40,50,50,30,30,70,60,85,60,60,85,85,85,60,60,85,85,85,85,15,85,85,30,85,85,85,85,85,NA,"Male","Hispanic","Some College",22,57,1
"7151","Small Town","City Person",2,"Democrat",100,0,60,15,90,30,85,50,85,50,65,75,70,60,100,60,70,100,70,70,100,95,100,80,50,50,NA,100,100,NA,"Female","White","High School",4,18,0
"7152","City","City Person",1,"Democrat",70,15,70,0,85,0,85,50,85,60,50,50,50,50,70,40,70,70,90,80,60,90,95,70,50,50,70,100,90,NA,"Female","Hispanic","Some College",20,52,1
"7153","Rural Area","Country Person",3,"Democrat",15,10,70,15,70,0,100,25,50,50,85,10,40,50,50,35,50,60,50,70,50,70,85,60,50,40,50,70,70,3,"Female","White","Graduate Degree",17,39,1
"7154","City","Suburb Person",1,"Democrat",60,0,70,0,85,0,100,0,85,60,40,40,40,40,70,60,30,30,30,85,50,85,70,70,15,50,50,85,85,3,"Female","White","Graduate Degree",21,62,1
"7155",NA,NA,2,"Democrat",60,50,70,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,"White","Some College",NA,NA,0
"7156","Rural Area","Small Town Person",7,"Republican",0,85,15,100,0,100,100,0,0,30,50,60,30,60,60,60,50,60,60,60,50,70,0,70,50,50,70,70,60,NA,"Female","White","High School",17,60,1
"7157","Suburb","Small Town Person",6,"Republican",60,40,30,0,70,70,0,15,15,0,100,100,100,70,85,15,85,85,100,100,100,100,0,40,15,100,100,70,85,3,"Male","White","High School",11,35,0
"7158","Suburb","Suburb Person",3,"Democrat",70,30,50,15,60,40,70,40,85,60,50,40,50,60,50,50,40,70,60,60,50,60,50,50,50,50,50,50,50,3,"Female","White","Some College",20,27,0
"7159","Suburb","Suburb Person",6,"Republican",60,50,50,30,100,0,50,50,85,40,100,50,50,70,100,85,50,50,50,85,85,85,70,50,60,60,85,60,50,3,"Female","White","Some College",8,27,0
"7160","Suburb","Small Town Person",3,"Democrat",70,30,65,0,70,0,50,30,40,70,50,30,40,40,85,50,40,70,50,40,70,50,40,60,50,50,70,50,50,4,"Female","Other","Some College",17,34,1
"7161","Suburb","Suburb Person",3,"Democrat",60,15,90,0,85,0,85,15,85,60,70,30,40,60,70,30,70,85,85,85,60,100,85,85,30,60,70,70,85,3,"Female","White","Graduate Degree",NA,68,1
"7162","City","Suburb Person",3,"Democrat",70,30,60,0,70,0,70,30,50,50,50,30,50,50,50,50,50,50,50,50,50,50,70,50,50,NA,50,50,50,4,"Female","Hispanic","Bachelor's Degree",15,32,1
"7163","Suburb","Suburb Person",3,"Democrat",70,60,85,50,95,15,100,50,50,50,50,60,60,40,50,40,50,50,50,40,50,90,50,50,40,50,55,55,80,4,"Male","Native American","Bachelor's Degree",6,35,1
"7164",NA,NA,2,"Democrat",60,15,85,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female","White","Bachelor's Degree",8,62,0
"7165","City","Country Person",4,"Independent",50,50,70,30,40,60,70,60,50,50,30,50,60,50,0,50,15,100,50,85,30,60,70,60,NA,NA,100,50,100,NA,"Male","White","Less than High School",9,80,0
"7166","City","Small Town Person",4,"Independent",50,50,50,0,30,0,100,0,80,100,100,0,30,50,100,50,100,50,100,50,100,100,85,50,NA,0,NA,80,80,2,"Female","Other","Some College",NA,NA,1
"7167","City","City Person",1,"Democrat",70,0,100,0,85,0,100,0,60,70,70,0,0,60,70,60,70,40,15,0,60,100,85,70,50,30,50,85,100,2,"Male","Black","Some College",8,60,1
"7168","City","City Person",1,"Democrat",85,0,90,0,100,0,100,0,60,85,50,40,0,40,85,50,85,85,100,50,85,100,100,85,15,50,50,85,85,2,"Male","White","Some College",14,34,1
"7169","City","Country Person",4,"Independent",0,100,100,NA,0,100,NA,0,0,50,100,0,50,50,50,50,50,85,NA,50,50,50,0,70,NA,NA,NA,NA,100,NA,"Female","Hispanic","Some College",10,55,1
"7170","Small Town","City Person",3,"Democrat",75,2,85,0,90,0,50,50,50,60,50,40,40,50,50,50,50,85,50,40,15,60,60,50,50,40,50,60,60,4,"Female","Native American","High School",10,51,1
"7171","Small Town","Small Town Person",6,"Republican",15,60,15,60,30,70,30,100,15,15,30,30,70,40,30,30,15,100,40,70,30,50,0,15,15,60,85,50,50,6,"Male","White","Bachelor's Degree",17,39,1
"7172","Small Town","Country Person",5,"Republican",0,85,0,60,40,40,100,0,50,0,40,70,70,85,100,30,85,85,100,100,100,100,NA,30,0,85,85,85,100,5,"Female","White","Graduate Degree",21,64,1
"7173","Suburb","Country Person",4,"Independent",40,60,60,0,85,0,70,40,40,30,50,15,50,60,40,60,50,70,70,40,50,100,50,70,40,40,85,70,60,4,"Female","White","Bachelor's Degree",5,63,1
"7174","Suburb","Suburb Person",1,"Democrat",80,50,100,0,100,0,100,40,70,70,70,40,0,60,85,40,90,40,90,85,85,90,40,80,70,80,70,85,90,2,"Male","White","Graduate Degree",16,46,1
"7175","Suburb","Suburb Person",1,"Democrat",85,0,100,0,85,0,100,60,85,70,70,40,60,40,85,70,70,85,70,70,70,85,70,70,70,60,40,70,70,2,"Female","White","High School",4,72,1
"7176","Small Town","Small Town Person",6,"Republican",30,85,40,85,30,85,85,60,70,50,60,60,50,60,40,60,50,85,50,85,40,70,30,40,50,NA,100,70,60,4,"Female","White","High School",11,80,1
"7177","Rural Area","Suburb Person",7,"Republican",0,85,0,100,0,100,0,100,0,30,100,0,40,90,0,40,0,100,100,100,0,100,0,0,0,0,100,0,0,NA,"Female","White","High School",6,66,0
"7178","City","City Person",1,"Democrat",85,30,100,15,85,30,70,70,70,70,60,70,40,60,60,60,60,85,70,60,60,70,70,70,60,50,60,70,85,2,"Male","Black","Bachelor's Degree",9,60,1
"7179","Small Town","Small Town Person",2,"Democrat",60,15,40,15,70,15,70,40,70,50,70,0,15,50,85,40,70,40,70,40,85,85,85,85,60,30,50,85,70,4,"Male","Hispanic","Some College",3,21,0
"7180","Suburb","Country Person",5,"Republican",0,70,15,70,85,0,85,60,100,100,70,85,50,85,100,70,100,100,100,100,100,100,70,85,70,50,85,70,85,5,"Male","White","Some College",21,35,1
"7181","Suburb",NA,5,"Republican",12,40,15,80,15,77,50,57,16,30,25,16,72,68,57,12,34,54,50,86,60,42,5,2,10,21,62,23,43,4,"Male","White","Some College",16,22,1
"7182",NA,NA,7,"Republican",15,70,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Male","Other","Some College",13,39,0
"7183","Suburb","Suburb Person",2,"Democrat",50,0,60,0,65,0,90,0,100,85,50,10,20,40,90,50,90,40,90,30,80,90,100,80,90,0,50,90,88,2,"Female","White","Some College",12,25,1
"7184","Suburb","City Person",1,"Democrat",65,4,80,0,80,0,90,0,60,80,70,60,15,40,75,50,50,40,80,50,70,85,75,70,60,40,40,75,70,2,"Male","White","Graduate Degree",4,NA,1
"7185","Small Town","Small Town Person",6,"Republican",70,30,50,60,60,40,60,50,40,50,60,50,50,40,85,60,50,50,50,85,85,85,50,60,50,50,50,60,100,4,"Female","White","Some College",15,32,1
"7186","Suburb","Suburb Person",1,"Democrat",85,0,70,15,70,0,70,50,50,70,80,40,30,50,50,50,50,50,50,50,50,85,50,50,50,50,50,60,50,2,"Female","White","Bachelor's Degree",12,48,1
"7187","Suburb","Suburb Person",1,"Democrat",70,10,85,0,85,0,100,5,70,70,70,65,15,40,70,15,70,80,90,70,70,90,70,70,70,65,40,85,85,2,"Male","White","Graduate Degree",NA,NA,1
"7188","Suburb","Suburb Person",1,"Democrat",85,5,65,0,95,15,95,10,90,90,80,65,50,90,98,80,85,50,90,50,98,98,85,85,65,50,87,95,95,2,"Female","White","Bachelor's Degree",16,30,1
"7189","Suburb","Suburb Person",2,"Democrat",70,30,70,0,85,0,85,50,85,60,30,60,50,70,70,60,60,85,85,85,70,70,70,60,70,50,85,70,85,NA,"Male","Hispanic","Some College",1,52,1
"7190","Small Town","Small Town Person",7,"Republican",0,70,0,100,0,70,40,0,15,0,70,60,70,60,60,30,0,15,15,85,30,85,15,30,0,60,100,0,0,6,"Male","White","High School",22,60,1
"7191","Suburb","City Person",2,"Democrat",60,30,60,0,85,0,100,40,70,80,85,40,20,30,90,40,80,80,85,85,85,100,90,85,60,50,80,70,70,4,"Male","White","Bachelor's Degree",19,39,1
"7192","Suburb","Suburb Person",2,"Democrat",70,30,85,0,85,15,100,60,70,70,70,70,60,85,100,60,100,100,100,70,100,100,100,70,70,70,85,85,85,3,"Female","White","Bachelor's Degree",22,49,0
"7193",NA,NA,5,"Republican",60,60,60,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Female","White","Graduate Degree",22,48,0
"7194","Suburb","Suburb Person",1,"Democrat",85,15,100,0,100,0,100,65,85,95,40,70,40,75,85,60,65,75,85,60,75,75,80,75,65,70,70,75,90,2,"Female","White","Bachelor's Degree",14,68,1
"7195","Small Town","Suburb Person",6,"Republican",50,60,60,15,60,15,60,70,60,50,50,60,50,60,70,60,70,100,100,60,50,100,100,30,NA,50,85,70,70,NA,"Male","White","Graduate Degree",10,51,1
"7196","Suburb","Suburb Person",7,"Republican",5,70,0,85,15,85,70,90,60,20,60,80,80,60,60,20,30,85,90,90,30,90,10,50,10,90,90,30,70,6,"Male","White","Bachelor's Degree",10,78,1
"7197","Suburb","Small Town Person",1,"Democrat",70,15,85,0,100,0,85,0,85,85,85,15,15,15,100,50,85,50,85,70,85,100,85,85,70,30,50,85,85,2,"Female","White","Bachelor's Degree",18,58,1
"7198",NA,NA,7,"Republican",0,70,0,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"Male","White","Graduate Degree",NA,80,0
"7199","City","City Person",6,"Republican",0,40,0,40,30,15,65,80,25,35,25,65,85,85,50,15,40,100,80,65,50,85,35,25,15,80,75,40,75,6,"Male","White","Graduate Degree",22,45,1
"7200","City","Suburb Person",4,"Independent",50,50,70,70,60,50,70,70,50,50,60,40,50,40,85,40,85,85,100,100,100,85,50,50,50,40,50,60,70,3,"Male","White","High School",12,63,0
"7201","City","Small Town Person",3,"Democrat",70,0,60,0,70,0,100,30,70,60,60,30,30,40,60,40,50,50,70,50,60,70,50,60,60,40,50,50,40,2,"Female","White","Graduate Degree",18,38,1
"7202","Rural Area","Suburb Person",7,"Republican",30,70,30,85,15,70,60,60,60,30,40,70,85,70,40,40,40,85,70,100,60,60,15,30,30,70,85,30,60,6,"Male","White","Graduate Degree",15,80,1
"7203","Small Town","Country Person",7,"Republican",0,85,15,85,15,100,15,85,15,0,NA,50,85,85,50,30,60,85,70,100,50,NA,15,0,0,85,30,15,30,6,"Male","White","Some College",10,71,1
"7204","Rural Area","Country Person",7,"Republican",50,70,0,95,0,100,70,50,50,15,50,15,50,85,30,70,0,100,50,70,15,60,50,50,15,0,60,50,85,NA,"Male","White","Bachelor's Degree",8,54,1
"7205","Rural Area","Country Person",7,"Republican",0,100,0,100,0,100,0,0,0,0,50,70,85,50,40,40,0,100,70,100,0,50,0,15,0,15,85,50,40,7,"Female","White",NA,NA,69,1
"7206","Suburb","Suburb Person",5,"Republican",15,70,30,60,50,50,50,50,40,10,30,70,60,90,50,10,50,70,50,90,50,70,30,10,10,70,50,40,50,6,"Female","White","Some College",15,22,1
"7207","City",NA,2,"Democrat",70,15,80,0,85,0,100,0,85,85,60,15,15,40,100,30,60,50,70,40,100,85,70,85,50,60,50,70,70,3,"Female","Native American",NA,19,58,1
"7208","Small Town","Small Town Person",7,"Republican",0,100,0,100,0,100,0,50,50,0,50,50,85,15,50,50,50,85,50,100,50,50,0,0,NA,NA,NA,NA,15,6,"Male","White","High School",7,34,1
"7209","City","City Person",1,"Democrat",85,0,85,0,70,0,100,0,70,85,70,15,15,30,85,40,85,15,85,40,70,100,85,60,70,15,70,85,60,1,"Male","White","Bachelor's Degree",2,48,1
"7210","Rural Area","Country Person",5,"Republican",0,100,0,100,0,100,30,85,50,30,15,15,85,85,50,40,0,100,85,100,50,70,0,0,0,85,100,0,60,6,"Female","White","Less than High School",22,80,1
"7211","Small Town","Suburb Person",4,"Independent",15,15,70,0,70,0,100,NA,70,40,NA,60,40,60,NA,15,NA,NA,NA,85,NA,85,70,60,15,60,NA,60,85,4,"Male","White","Some College",17,51,1
"7212","Rural Area","Country Person",1,"Democrat",0,100,0,100,0,100,0,100,50,15,0,50,50,50,50,50,50,50,50,70,50,70,0,0,30,70,100,50,15,NA,"Male","White","Some College",1,71,1
"7213","Rural Area","Small Town Person",7,"Republican",0,85,0,100,15,100,100,60,70,40,60,60,60,60,70,60,40,70,60,100,70,100,15,60,60,NA,85,60,85,4,"Female","White","High School",15,61,1
"7214","City","City Person",4,"Independent",50,15,50,15,60,0,85,15,30,70,50,60,15,15,50,15,100,60,15,15,30,70,60,70,85,15,15,50,50,4,"Female",NA,"Bachelor's Degree",NA,NA,0
"7215","Suburb","Suburb Person",1,"Democrat",85,0,100,0,100,0,100,0,70,70,70,70,40,40,70,30,70,70,70,70,70,100,100,88,50,50,70,70,60,3,"Male","White","High School",13,78,1
"7216","Small Town","Small Town Person",1,"Democrat",95,0,100,0,100,0,90,30,100,100,90,40,40,NA,100,NA,NA,50,100,40,100,100,100,90,NA,40,NA,100,100,1,"Female","White","Graduate Degree",NA,57,1
"7217","City","Small Town Person",2,"Democrat",100,0,100,0,50,15,50,100,70,30,50,70,30,30,85,60,50,100,85,50,85,50,60,50,NA,NA,NA,85,50,NA,"Female","Hispanic","Less than High School",5,44,0
"7218","Suburb","Country Person",5,"Republican",15,70,0,100,0,100,0,80,NA,40,40,0,95,70,90,30,40,95,80,95,60,70,0,20,5,75,100,0,0,5,"Female",NA,"Bachelor's Degree",NA,NA,1
"7219","Suburb","Suburb Person",1,"Democrat",85,0,100,10,100,0,100,40,70,70,60,30,40,70,50,70,50,100,85,85,NA,100,70,70,15,50,85,70,100,6,"Female","White","Some College",8,63,1
"7220","City","City Person",1,"Democrat",85,0,100,0,100,0,15,100,15,85,70,70,50,70,70,60,70,88,100,60,70,70,100,80,50,15,NA,50,85,NA,"Female","Black","Some College",14,47,1
"7221","Small Town","Small Town Person",3,"Democrat",30,20,55,0,40,0,80,10,49,45,90,5,30,45,80,40,50,40,75,40,50,75,60,55,70,20,51,30,60,3,"Female","Hispanic","Graduate Degree",13,26,1
"7222","Small Town","Suburb Person",3,"Democrat",60,40,100,0,85,0,100,30,50,50,50,50,40,70,50,40,40,50,50,50,50,85,40,70,30,50,50,50,85,4,"Male","White","Bachelor's Degree",6,57,0
"7223","City","City Person",1,"Democrat",100,0,100,0,100,0,100,60,85,100,50,60,0,40,100,0,100,60,100,60,85,100,85,60,50,50,70,70,85,4,"Female","Black","Some College",6,56,0
"7224","Rural Area","City Person",5,"Republican",60,0,100,0,100,0,100,10,80,30,90,20,10,100,100,20,80,80,100,40,100,80,100,70,20,80,100,60,60,5,"Male","Hispanic","Some College",1,53,1
"7225","Small Town","Small Town Person",7,"Republican",40,60,60,60,40,NA,70,60,50,40,60,50,60,85,100,60,100,100,100,100,100,100,85,60,15,60,100,60,85,5,"Female","White","Bachelor's Degree",18,48,1
"7226","Suburb","Small Town Person",5,"Republican",80,45,85,35,100,15,100,25,80,80,85,15,60,80,50,70,30,100,100,100,40,100,50,70,10,25,50,100,100,4,"Male","Hispanic","Bachelor's Degree",4,50,1
"7227","Rural Area","Country Person",7,"Republican",0,100,0,100,40,85,50,50,40,30,40,50,85,85,50,40,50,85,50,85,50,50,15,15,30,50,85,50,60,6,"Female","White","Bachelor's Degree",NA,34,1
"7228","Suburb","Small Town Person",5,"Republican",30,60,15,85,40,75,50,85,50,30,70,70,70,85,0,30,0,85,85,100,0,85,0,15,0,85,85,40,70,5,"Male","White","Some College",10,73,1
"7229","Suburb","Country Person",5,"Republican",0,40,15,60,0,60,30,60,30,15,60,60,60,50,50,30,40,85,85,85,50,60,15,40,15,70,70,60,70,6,"Male","White","Graduate Degree",21,57,1
"7230","City","City Person",7,"Republican",0,100,0,100,15,85,85,50,85,70,100,70,100,85,50,70,85,85,85,100,50,100,60,85,70,70,70,NA,70,NA,"Male","White","Some College",21,41,1
"7231","Suburb","Suburb Person",5,"Republican",0,55,15,65,15,70,30,70,60,15,70,70,85,85,85,30,70,85,85,85,60,100,30,30,0,70,70,70,85,5,"Female","White","Bachelor's Degree",21,59,1
"7232",NA,NA,7,"Republican",0,85,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Male","White","High School",19,67,0
"7233",NA,NA,2,"Democrat",30,15,60,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Male","White","Graduate Degree",22,54,0
"7234","Suburb","Small Town Person",7,"Republican",0,85,0,100,0,100,0,NA,40,0,40,40,85,60,50,0,15,100,50,100,50,70,0,0,0,85,100,0,50,6,"Male","White","Graduate Degree",NA,72,1
"7235","Small Town","Small Town Person",4,"Independent",50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,NA,"Male","Black","Some College",1,33,0
"7236","Suburb","Country Person",5,"Republican",0,95,0,100,0,100,10,50,10,10,40,60,90,90,50,40,50,100,5,90,40,6,0,40,0,80,NA,10,80,5,"Female","White","Some College",17,54,1
"7237","City","Small Town Person",4,"Independent",0,0,0,0,0,0,0,0,50,50,80,0,70,0,100,30,85,30,100,40,85,80,5,70,100,60,100,60,70,4,"Female","White","Some College",4,22,0
"7238","Suburb","Suburb Person",2,"Democrat",60,10,85,0,75,0,90,25,70,65,70,65,30,75,70,30,70,70,70,55,70,90,80,85,60,60,70,90,90,3,"Female","White","Bachelor's Degree",21,44,1
"7239","City","City Person",2,"Democrat",70,15,60,10,70,15,85,85,85,70,70,85,70,85,85,60,85,85,85,85,70,100,70,85,70,60,100,70,85,4,"Male","White","Bachelor's Degree",18,30,1
"7240",NA,NA,5,"Republican",30,40,50,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Female","White","High School",1,74,0
"7241","Suburb","Country Person",4,"Independent",55,45,70,25,70,30,100,40,50,60,100,30,30,50,50,50,50,50,50,60,50,85,100,50,40,50,50,100,100,3,"Male","White","Bachelor's Degree",6,37,1
"7242","Small Town","Suburb Person",5,"Republican",0,50,0,60,0,40,50,50,40,30,30,60,70,70,50,60,50,85,50,60,50,50,0,40,0,100,85,15,50,7,"Male","White","Some College",8,28,0
"7243","Suburb","Suburb Person",4,"Independent",60,30,85,0,100,0,100,0,50,50,50,50,50,40,50,60,50,60,100,70,50,100,70,60,50,30,60,100,70,NA,"Male","White","Some College",11,18,1
"7244",NA,NA,4,"Independent",60,65,60,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Female","White","High School",NA,56,0
"7245","City","City Person",3,"Democrat",40,15,50,0,60,0,90,1,80,80,70,50,30,80,70,40,70,40,60,30,50,100,80,70,60,40,40,70,70,2,"Male","White","Bachelor's Degree",21,39,1
